id,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
28130,1.4125,1.1125,0.3125,19.26348525,9.82310175,3.95475525,5.06038575,7.63
28131,1.175,0.925,0.3625,18.5689225,7.540967,4.89028875,5.2446575,10.13
28132,1.5125,1.25,0.4375,39.19318375,18.9091165,8.15048125,10.9145575,10.37
28133,1.45,1.125,0.3,24.62154075,11.850091,6.33611325,7.38504475,8.52
28134,1.575,1.2125,0.4125,29.7386255,14.401546,5.57067675,8.788345,9.23
28135,1.525,1.15,0.375,30.277266,12.0485375,6.23689,9.07184,10.58
28136,1.3,1.1625,0.375,26.94619975,12.927372,5.8116475,7.2291225,11.13
28137,1.575,1.2875,0.4375,35.561925,18.9091165,8.34892775,9.2135875,9.59
28138,1.6625,1.2625,0.3875,35.72037,14.628342,9.22776225,11.90679,12.91
28139,1.6,1.2125,0.425,32.6869735,12.60135275,6.3786375,10.035723,10.44
28140,1.6625,1.2875,0.425,42.51007525,16.68368075,9.7805775,13.4660125,14.72
28141,1.25,1.0,0.35,18.653971,8.51902475,4.025629,5.2446575,11.58
28142,1.6625,1.3125,0.4375,38.9805625,17.6617385,5.6699,11.1980525,9.71
28143,1.525,1.2125,0.4125,35.81959325,15.97494325,8.901743,8.94426725,10.1775
28144,1.4125,1.0,0.325,19.77377625,8.71747125,4.72019175,5.10291,8.84
28145,1.525,1.175,0.4,30.107169,14.4298955,6.16601625,9.63883,9.21
28146,1.5,1.1875,0.375,32.16250775,13.9196045,7.6260155,9.63883,10.16
28147,1.5,1.1875,0.3625,30.7592075,12.20445975,6.23689,8.6465975,11.22
28148,1.4125,1.1375,0.3375,24.323871,9.4970825,4.91863825,7.7961125,9.38
28149,1.4625,1.2375,0.3875,29.95124675,13.947954,5.71242425,9.4970825,9.4
28150,1.375,1.075,0.3625,23.473386,10.61688775,5.10291,6.6621325,9.32
28151,1.5375,1.1375,0.4375,30.0221205,13.42348825,7.4559185,7.767763,10.763333333333332
28152,1.5625,1.3125,0.45,35.98969025,13.31009025,8.15048125,10.44679075,10.78
28153,1.4875,1.1,0.3125,21.75824125,9.85145125,4.86193925,5.386405,12.24
28154,1.425,1.15,0.4,25.27357925,10.47514025,7.200773,7.6827145,11.14
28155,1.4375,1.1125,0.3125,27.1304715,13.19669225,6.5487345,7.2291225,9.8
28156,1.675,1.3,0.5,46.4648305,17.16562225,9.3836845,13.04077,10.44
28157,1.625,1.2375,0.425,36.173962,17.61921425,6.53455975,11.3114505,10.4
28158,1.5875,1.25,0.475,40.66735775,17.0097,9.7805775,10.489315,12.4
28159,1.25,1.0,0.375,22.92057075,6.95980225,3.175144,7.93786,12.47
28160,1.525,1.2125,0.3875,33.8776525,15.422128,6.13766675,9.39785925,10.14
28161,1.525,1.2125,0.4375,35.72037,14.52911875,8.17883075,11.509897,13.4
28162,1.45,1.125,0.3125,26.1098895,11.35397475,6.33611325,8.06543275,9.11
28163,1.05,0.8,0.275,10.0073735,3.98310475,1.7860185,3.5436875,11.4
28164,1.15,0.875,0.3125,13.437663,4.12485225,2.551455,4.3941725,14.07
28165,1.675,1.3375,0.4625,45.2741515,21.98503725,9.922325,13.324265,10.37
28166,1.6375,1.3,0.375,41.8722115,18.07280625,8.51902475,12.190285,11.01
28167,1.3625,1.0625,0.3125,21.772416,8.334753,4.23825025,7.37087,12.03
28168,1.2375,0.9875,0.35,17.56251525,7.04485075,4.0539785,5.06038575,10.8
28169,1.75,1.3,0.5,47.7689075,19.6462035,11.90679,11.46737275,11.0
28170,1.4,1.1125,0.3625,25.3728025,11.169703,5.216308,6.80388,11.18
28171,1.4875,1.175,0.4125,29.5685285,10.77281,6.98815175,9.07184,13.81
28172,1.5125,1.1875,0.4375,35.3518265,14.69921575,8.15048125,11.90679,13.43
28173,1.5625,1.2125,0.475,40.7382315,16.59863225,8.3064035,13.4660125,11.89
28174,1.5,1.2,0.4125,30.71668325,12.82814875,7.41339425,8.9300925,11.58
28175,1.3,1.0,0.325,18.71067,7.29999625,4.819415,5.2446575,9.4
28176,1.625,1.3,0.4375,38.215126,15.30873,8.6465975,10.035723,10.54
28177,1.4125,1.1,0.4125,21.9708625,8.561549,4.5075705,7.37087,9.88
28178,1.5875,1.2375,0.4,36.31960825,11.94931425,7.47009325,13.60776,14.34
28179,1.6125,1.275,0.475,44.4236665,17.463292,10.50348975,11.623295,13.35
28180,1.3375,1.0875,0.3125,20.3265915,9.85145125,4.5075705,5.499803,9.81
28181,1.625,1.3,0.4875,41.39027,18.3421265,8.278054,11.3398,12.41
28182,1.4875,1.15,0.4,29.5685285,12.2753335,8.731646,8.50485,11.77
28183,1.3875,1.0625,0.3625,24.7491135,10.24834425,5.556502,6.7755305,10.06
28184,1.45,0.95,0.3875,21.1203775,10.47514025,4.15320175,6.6621325,9.36
28185,1.425,1.1125,0.3625,23.3883375,12.79979925,5.93922025,6.59125875,9.7
28186,1.4,1.1875,0.3375,27.93843225,12.3887315,5.51397775,8.15048125,13.4
28187,1.325,1.1,0.5125,23.6718325,9.07184,6.16601625,6.9456275,9.3
28188,1.5375,1.2375,0.4375,36.67007825,16.45688475,8.9867915,10.0640725,9.46
28189,1.55,1.2125,0.45,38.838815,14.69921575,7.55514175,11.29727575,12.42
28190,1.1375,0.9125,0.2875,13.891255,6.3219385,3.50116325,3.78465825,9.38
28191,1.25,0.925,0.375,30.09299425,14.004653,6.3219385,8.391452,9.71
28192,1.525,1.15,0.3625,35.16755475,17.08057375,8.26387925,8.6465975,9.4
28193,1.5625,1.2,0.4,35.19590425,16.0174675,7.2858215,9.2135875,9.41
28194,1.3625,1.075,0.3,20.638436,9.28446125,4.89028875,6.80388,9.39
28195,1.5625,1.2,0.375,35.19590425,17.519991,7.83863675,7.93786,9.16
28196,1.4,1.1,0.3875,24.79163775,10.04989775,5.68407475,7.7961125,10.01
28197,1.15,0.9,0.275,12.34620725,5.82582225,2.87747425,3.5436875,9.63
28198,1.5,1.2625,0.4625,40.78075575,11.75086775,8.43397625,12.3320325,13.06
28199,1.45,1.15,0.3875,27.51318975,13.53688625,6.13766675,8.50485,10.99
28200,1.4625,0.9125,0.4375,31.19862475,15.762322,7.3992195,9.355335,8.99
28201,1.325,1.0375,0.425,24.153774,9.68135425,5.556502,6.0951425,10.17
28202,1.525,1.225,0.425,31.127751,14.5432935,6.56290925,8.3064035,10.16
28203,1.5875,1.2625,0.425,33.112216,13.93377925,7.2858215,10.61688775,10.51
28204,1.625,1.1875,0.4,32.2333815,14.5432935,7.314171,9.2135875,10.11
28205,1.5,1.1875,0.4125,31.808139,14.514944,6.30776375,8.0796075,9.47
28206,1.25,1.0125,0.4,19.7737763,7.6827145,4.26659975,7.37087,12.59
28207,1.5875,1.2375,0.4125,36.967748,16.4710595,8.50485,11.056305,11.37
28208,1.45,1.15,0.35,26.138239,11.0846545,7.15824875,6.463686,10.64
28209,1.1375,0.8625,0.3125,13.437663,5.10291,3.44446425,3.5436875,9.06
28210,1.575,1.2,0.375,37.1094955,18.21455375,7.98038425,8.91591775,8.83
28211,1.25,0.9375,0.35,17.7184375,8.6465975,4.082328,4.35164825,9.52
28212,1.45,1.125,0.35,27.91008275,13.5227115,5.51397775,7.087375,10.05
28213,1.3125,1.0,0.4375,21.55979475,8.77417025,4.2240755,7.654365,12.71
28214,1.475,1.125,0.3625,24.6357155,11.736693,5.40057975,7.030676,11.15
28215,1.275,1.1625,0.35,26.308336,9.51125725,6.25106475,7.2291225,11.27
28216,1.425,1.1125,0.3625,24.87668625,11.679994,5.3013565,6.23689,8.51
28217,1.5,1.1375,0.4,30.0221205,13.56523575,6.50621025,8.9300925,8.85
28218,1.5625,1.2,0.375,32.10580875,15.4504775,6.39281225,8.8733935,9.09
28219,1.525,1.125,0.375,28.803092,13.5227115,5.953395,7.58349125,8.67
28220,1.5,1.1875,0.4125,29.97959625,12.26115875,6.0951425,9.63883,11.09
28221,1.3625,1.0875,0.275,22.77882325,11.5949455,4.35164825,6.9456275,9.46
28222,1.4375,1.1125,0.3625,24.777463,10.33339275,5.76912325,7.087375,9.31
28223,1.1,0.8375,0.3125,13.551061,5.1312595,2.93417325,3.5436875,9.37
28224,1.65,1.25,0.3875,38.782116,19.220961,8.4198015,9.2135875,10.84
28225,1.375,1.075,0.3125,20.19901875,8.32057825,4.3941725,6.0951425,10.06
28226,1.5,1.1875,0.4375,27.9667818,11.8784405,5.3013565,9.4970825,11.83
28227,1.2375,0.9875,0.2875,16.2442635,7.6260155,3.7137845,6.520385,10.48
28228,1.625,1.275,0.425,39.22153325,17.61921425,9.015141,11.3398,11.66
28229,1.6,1.3,0.425,34.9549335,13.2959155,7.0023265,9.922325,13.17
28230,1.4875,1.15,0.4125,31.70891575,11.94931425,6.90310325,9.355335,15.05
28231,1.225,0.95,0.3375,15.37960375,5.65572525,3.6570855,4.9611625,11.33
28232,1.7,1.35,0.4375,46.0112385,20.31241675,10.035723,13.36678925,10.73
28233,1.475,1.1375,0.4,27.8675585,12.2186345,6.81805475,6.9456275,9.11
28234,1.225,1.0,0.325,16.9813505,5.4147545,3.86970675,4.592619,11.2
28235,1.5,1.2125,0.4,36.78347625,16.6411565,6.76135575,9.4970825,13.45
28236,1.2875,1.0,0.2875,18.58309725,7.98038425,3.9405805,5.953395,10.62
28237,1.55,1.25,0.4,34.23202125,15.83319575,7.2858215,9.7805775,11.85
28238,1.425,1.1125,0.375,28.76056775,11.623295,5.54232725,7.83863675,10.08
28239,1.5125,1.175,0.4125,35.02580725,13.87708025,8.0796075,9.7805775,13.96
28240,1.125,0.8,0.2875,14.3731965,6.8322295,2.9199985,3.40194,8.03
28241,1.475,1.15,0.4,27.45649075,12.23280925,6.1518415,8.221355,8.57
28242,1.525,1.225,0.4,30.94347925,14.10387625,7.41339425,7.087375,11.05
28243,1.25,0.975,0.375,18.01610725,6.7188315,3.64291075,4.53592,9.37
28244,1.425,1.125,0.3625,21.659018,10.432616,4.0539785,6.3786375,9.35
28245,1.525,1.2125,0.3875,27.5273645,12.03436275,6.633783,8.50485,10.9
28246,1.2125,0.95,0.3,17.2648455,8.68912175,2.721552,4.20990075,7.78
28247,1.3125,0.9125,0.3125,15.49300175,6.4920355,3.35941575,4.6776675,8.535
28248,1.375,1.0375,0.2875,21.87163925,9.08601475,4.12485225,6.520385,8.6
28249,1.45,1.15,0.4375,33.52328375,14.7133905,7.654365,9.355335,10.8
28250,1.125,0.875,0.325,13.8062065,4.63514325,2.5231055,4.1106775,13.39
28251,1.25,0.9875,0.3125,18.75319425,8.09378225,3.72795925,5.2446575,11.81
28252,1.3625,1.025,0.3125,18.540573,8.34892775,3.72795925,5.8116475,10.99
28253,1.675,1.35,0.475,29.823674,14.35902175,7.29999625,7.7961125,9.99
28254,1.4375,1.125,0.3875,26.54930675,12.3320325,5.3580555,7.7961125,9.51
28255,1.425,1.1,0.3875,28.81726675,12.34620725,6.19436575,7.7961125,10.61
28256,1.475,1.1625,0.3625,27.71163625,14.968536,6.010094,8.788345,8.53
28257,1.5,1.1875,0.4,30.03629525,13.42348825,6.56290925,7.5126175,9.4
28258,1.2125,0.9125,0.3,15.74814725,7.10154975,2.96252275,4.3941725,8.39
28259,1.375,1.0625,0.3125,26.988724,9.07184,6.7755305,9.07184,14.3925
28260,1.6125,1.25,0.5,32.715323,12.79979925,6.8889285,11.90679,12.36
28261,1.45,1.15,0.35,25.86891875,10.19164525,5.4147545,7.5126175,12.09
28262,1.6875,1.2875,0.4625,43.6298805,19.29183475,10.87203325,11.623295,10.45
28263,1.6375,1.275,0.3875,44.15434625,18.27125275,9.241937,10.9145575,10.02
28264,1.525,1.1875,0.4125,36.3157095,16.9246515,8.60407325,9.355335,9.73
28265,1.375,1.0375,0.3875,22.566202,9.2702865,3.5436875,6.0951425,12.5
28266,1.0,0.8125,0.25,9.53960675,3.98310475,1.7860185,3.96893,11.03
28267,1.4,1.0875,0.4,24.76328825,10.035723,5.2446575,7.7961125,9.88
28268,1.4,1.075,0.35,23.51591025,10.7444605,4.7910655,6.9456275,9.75
28269,1.4125,1.05,0.3625,23.60095875,9.82310175,4.23825025,6.3786375,13.69
28270,1.75,1.375,0.4875,46.05376275,19.0225145,9.59630575,12.757275,12.54
28271,1.3,1.0125,0.375,21.64484325,9.48290775,4.252425,5.953395,9.21
28272,1.625,1.2625,0.4625,38.27823225,17.93105875,8.57572375,9.922325,10.18
28273,1.3125,1.0,0.375,24.50814275,11.0846545,4.422522,7.087375,8.66
28274,1.2,0.925,0.3125,15.03940975,6.90310325,2.84912475,4.9611625,9.41
28275,1.575,1.175,0.4375,33.40988575,15.30873,6.917278,10.0640725,10.97
28276,1.4,1.125,0.3375,26.29416125,13.11164375,4.32329875,6.23689,9.26
28277,1.275,1.0,0.325,18.3988255,8.26387925,3.7704835,6.520385,13.32
28278,1.2625,0.9625,0.3375,17.293195,6.6621325,3.58621175,5.10291,9.38
28279,1.225,0.9625,0.35,15.762322,7.55514175,2.9199985,4.9611625,9.77
28280,1.3125,1.0625,0.3625,24.9192105,10.39009175,5.726599,6.7755305,9.05
28281,1.475,1.1625,0.4,31.241149,15.03940975,5.82582225,8.9300925,9.95
28282,1.65,1.25,0.4625,38.20095125,16.8679525,7.257472,9.1001895,10.26
28283,1.6125,1.3125,0.425,42.070658,20.1564945,8.391452,11.509897,9.47
28284,1.4875,1.15,0.375,34.3879435,16.14504025,6.90310325,9.355335,10.1
28285,1.6875,1.3625,0.4875,49.68249875,20.14231975,11.94931425,13.7495075,11.14
28286,1.6375,1.2625,0.5125,43.1762885,18.01610725,8.3064035,15.5071765,12.74
28287,1.4375,1.175,0.4125,28.64716975,12.85649825,6.64795775,7.5126175,10.66
28288,1.55,1.2125,0.3875,32.13415825,13.65028425,7.27164675,8.50485,10.19
28289,1.6,1.25,0.4375,35.50774875,16.8112535,8.5898985,9.4970825,10.61
28290,1.525,1.15,0.3625,31.70891575,13.551061,8.34892775,8.46232575,10.83
28291,1.3,0.9875,0.3625,18.71067,8.4765005,4.422522,6.23689,12.98
28292,1.6125,1.275,0.3125,31.638042,13.53688625,6.93145275,9.07184,8.96
28293,1.6125,1.25,0.4125,35.096681,16.3009625,6.78970525,9.922325,9.07
28294,1.2875,1.0,0.325,18.24290325,8.51902475,3.6570855,4.91863825,9.01
28295,1.325,1.025,0.3625,20.41164,9.808927,5.74077375,6.9456275,9.82
28296,1.45,1.15,0.325,24.153774,9.8372765,5.34388075,5.8116475,11.35
28297,1.325,1.0625,0.3125,23.37416275,11.0279555,5.71242425,5.59902625,8.44
28298,1.6125,1.3,0.45,37.74735925,13.437663,7.35669525,11.623295,11.49
28299,1.5,1.125,0.3875,22.21183325,8.334753,4.57844425,6.23689,11.92
28300,1.1875,0.9375,0.2875,14.8267885,5.71242425,4.43669675,3.8271825,8.74
28301,1.35,1.1,0.3875,33.86347775,14.92601175,6.87475375,8.6465975,10.83
28302,1.55,1.2125,0.4125,38.00250475,14.35902175,8.391452,11.679994,11.41
28303,1.6125,1.2625,0.475,38.82464025,16.726205,8.3631025,10.61688775,12.2
28304,1.5375,1.2,0.4125,30.68600725,15.989118,7.087375,8.50485,10.72
28305,1.5,1.1625,0.4625,30.43318825,12.3887315,5.8116475,9.355335,10.7225
28306,1.4125,1.1,0.425,21.13455225,9.015141,6.36446275,5.5281525,11.23
28307,1.4375,1.15,0.4125,30.09299425,10.78698475,5.82582225,13.04077,14.9
28308,1.475,1.1625,0.375,29.41260625,13.70698325,6.67630725,8.221355,12.64
28309,1.1,0.9,0.3375,13.8062065,5.68407475,2.9766975,4.1673765,8.45
28310,1.475,1.1,0.4,24.777463,11.35397475,5.8683465,7.7961125,10.0
28311,1.525,1.2,0.425,32.2333815,14.4865945,6.67630725,8.9300925,9.35
28312,1.4375,1.1,0.4125,25.86891875,10.19164525,5.2446575,7.5126175,10.17
28313,1.125,0.8625,0.25,9.19941275,3.72795925,2.4097075,3.8271825,8.78
28314,1.3,1.0125,0.3125,17.349894,7.3992195,3.572037,5.2446575,8.443333333333333
28315,1.6625,1.3125,0.475,47.513762,18.6256215,10.70193625,12.757275,13.33
28316,1.475,1.175,0.4,29.9654215,13.9763035,6.56290925,8.3631025,10.16
28317,1.15,0.8875,0.25,14.5432935,5.1312595,2.494756,3.742134,10.02
28318,1.2625,0.9625,0.3125,18.75319425,7.49844275,3.685435,4.6776675,9.93
28319,1.3375,1.0875,0.325,21.64484325,9.28446125,4.97533725,6.23689,9.51
28320,1.6,1.2875,0.45,35.210079,13.99047825,7.257472,11.3398,10.93
28321,1.425,1.1125,0.4125,24.84833675,10.75863525,5.3013565,7.37087,9.83
28322,1.5,1.125,0.35,24.84833675,10.262519,4.97533725,8.0796075,11.05
28323,1.4,1.225,0.4125,34.8415355,16.11669075,7.01650125,7.5126175,10.6
28324,1.375,1.1125,0.325,20.93610575,7.9095105,4.6209685,6.6621325,10.35
28325,1.6375,1.275,0.425,37.9032815,16.74037975,7.24329725,11.90679,11.9
28326,1.375,1.1,0.375,26.1665885,11.4815475,6.22271525,6.3786375,8.78
28327,1.475,1.125,0.375,28.76056775,12.643877,5.726599,8.50485,10.35
28328,1.425,1.075,0.3875,22.5378525,9.6104805,5.3013565,6.47786075,10.92
28329,1.3375,1.0875,0.4,22.92057075,8.09378225,5.08873525,6.64795775,9.79
28330,1.6125,1.3125,0.4625,41.276872,18.1720295,8.88756825,10.70193625,10.47
28331,1.55,1.1875,0.4375,31.864838,12.6155275,7.27164675,9.07184,13.57
28332,1.5875,1.3,0.4375,36.627554,17.0097,7.6260155,10.3475675,13.74
28333,1.4375,1.1,0.3375,25.58542375,12.757275,5.9250455,6.87475375,9.75
28334,1.6875,1.2875,0.3375,35.8621175,17.08057375,5.6415505,9.2135875,10.33
28335,1.575,1.2375,0.4,35.096681,14.118051,8.63242275,9.355335,11.54
28336,1.375,1.0125,0.4125,20.3265915,9.2702865,4.932813,6.9456275,9.71
28337,1.375,1.1,0.375,24.73493875,11.9351395,5.159609,7.2291225,9.65
28338,1.725,1.35,0.4125,45.60017075,19.334359,8.91591775,11.35397475,10.89
28339,1.3875,1.1125,0.4125,25.72717125,11.80756675,5.2446575,6.520385,8.33
28340,1.5875,1.2,0.4875,38.9805625,14.30232275,8.29222875,12.2186345,14.518333333333334
28341,1.375,1.0625,0.4,22.29688175,7.654365,4.89028875,7.654365,12.47
28342,1.4,1.125,0.375,28.5479465,12.85649825,6.95980225,7.824462,12.07
28343,1.4375,1.125,0.3875,24.9192105,10.432616,4.86193925,7.29999625,11.245
28344,1.375,1.075,0.375,30.09299425,14.004653,6.3219385,8.391452,8.55
28345,1.525,1.175,0.3625,32.2333815,12.94154675,8.221355,9.8372765,10.59
28346,1.425,1.1125,0.35,23.24659,11.35397475,4.932813,6.80388,9.79
28347,1.225,0.95,0.35,17.50581625,6.50621025,4.09650275,5.59902625,9.25
28348,1.45,1.15,0.4,30.1355185,14.5432935,7.66853975,7.44174375,8.67842857142857
28349,1.475,1.15,0.325,31.241149,12.8990225,5.82582225,9.355335,9.989666666666666
28350,1.7,1.3125,0.5125,45.57182125,20.695135,8.60407325,10.999606,10.643333333333334
28351,1.625,1.2375,0.4375,36.2023115,17.93105875,8.8166945,10.4042665,10.14
28352,1.575,1.225,0.4125,33.40988575,15.03940975,8.334753,9.2135875,10.91
28353,1.55,1.175,0.3875,31.18445,14.3164975,7.01650125,8.788345,9.86
28354,1.4875,1.1875,0.3875,28.76056775,14.04717725,6.0384435,8.9300925,10.62
28355,1.275,1.0125,0.35,18.653971,8.63242275,4.12485225,5.386405,9.83
28356,1.6875,1.3,0.3875,42.354153,20.7801835,10.33339275,10.942907,9.4965
28357,1.2625,0.8875,0.3375,17.95940825,9.865626,3.33106625,4.762716,8.03
28358,1.375,1.075,0.3875,26.01066625,10.47514025,4.649318,7.5126175,10.82
28359,1.65,1.275,0.475,41.00755175,16.59863225,8.85921875,11.5382465,14.38
28360,1.3125,1.0,0.3625,18.313777,8.63242275,4.01145425,5.6699,9.81
28361,1.4,1.0625,0.3625,24.323871,11.35397475,5.59902625,7.7961125,9.06
28362,1.675,1.2375,0.4,36.27318525,14.35902175,6.47786075,8.788345,10.84
28363,1.125,0.8375,0.25,14.04717725,5.6982495,2.4097075,3.4302895,11.54
28364,1.3375,1.175,0.3375,28.39202425,15.2803805,5.00368675,6.917278,10.29
28365,1.475,1.125,0.375,24.81998725,10.33339275,5.5281525,7.087375,10.44
28366,1.5875,1.2625,0.4,40.63900825,18.83824275,8.23552975,11.623295,10.68
28367,1.2875,1.0625,0.3625,24.67823975,11.623295,4.8477645,6.3786375,11.56
28368,1.6125,1.275,0.4625,39.7743485,19.37688325,8.674947,10.0640725,9.69
28369,1.675,1.25,0.4375,44.395317,24.6924145,10.999606,11.7650425,10.075
28370,1.5125,1.2125,0.4125,28.803092,11.15552825,5.57067675,8.0796075,13.82
28371,1.4375,1.125,0.45,30.40483875,13.4093135,5.59902625,8.50485,12.02
28372,1.4875,1.1875,0.375,31.99241075,14.288148,6.30776375,7.654365,10.35
28373,1.5,1.175,0.4,29.313383,13.097469,7.257472,8.9300925,10.53
28374,1.675,1.3125,0.425,36.61337925,17.8885345,8.29222875,9.07184,10.96
28375,1.4,1.1125,0.375,29.937072,12.96989625,6.90310325,8.0796075,10.95
28376,1.1625,0.9125,0.3,14.798439,6.78970525,3.10427025,4.819415,8.52
28377,1.25,1.0,0.3625,17.293195,6.70465675,3.58621175,5.10291,11.2
28378,1.425,1.125,0.375,22.5378525,9.59630575,4.195726,6.9456275,11.04
28379,1.275,1.0125,0.375,23.85610425,10.90038275,4.422522,6.3786375,9.45
28380,1.525,1.175,0.425,31.70891575,12.23280925,7.3425205,8.9300925,11.38
28381,1.3125,1.025,0.325,20.6100865,8.68912175,4.8477645,5.10291,9.93
28382,1.6375,1.2875,0.4125,38.96638775,18.597272,7.2858215,10.3475675,10.12
28383,1.0,0.7875,0.225,8.40562675,3.96893,1.4458245,2.3530085,7.92
28384,1.375,1.0625,0.375,24.73493875,13.11164375,5.74077375,5.386405,8.93
28385,1.575,1.2125,0.4375,32.0632845,15.52135125,7.86698625,8.6465975,10.41
28386,1.225,0.925,0.325,15.195332,7.1157245,3.7704835,4.252425,7.59
28387,1.25,0.9375,0.375,20.4399895,8.66077225,4.89028875,6.23689,9.57
28388,1.175,0.8875,0.3125,11.89261525,4.7343665,2.721552,3.9405805,9.62
28389,1.6,1.275,0.45,43.2329875,18.824068,9.96484925,11.90679,11.08
28390,1.575,1.2125,0.4125,33.40988575,13.56523575,7.767763,9.63883,11.37
28391,1.5125,1.1875,0.375,31.18445,14.2597985,6.25106475,8.788345,10.16
28392,1.4125,1.1,0.3875,30.4190135,12.40290625,6.30776375,8.0796075,10.68
28393,1.5125,1.2,0.3875,31.62386725,10.61688775,6.973977,10.0640725,13.13
28394,1.5,1.0875,0.3625,25.2027055,10.20582,6.0951425,7.087375,12.85
28395,1.325,1.0125,0.325,19.43358225,8.50485,4.5642695,5.5281525,9.22
28396,1.575,1.275,0.4625,35.0116325,14.50076925,7.767763,8.68912175,10.41
28397,1.8,1.475,0.5125,47.003471,21.262125,11.60912025,14.17475,11.87
28398,1.3375,1.0375,0.325,24.36639525,9.05766525,5.03203625,6.80388,12.04
28399,1.45,1.125,0.4125,26.3933845,10.77281,6.3786375,7.5126175,9.95
28400,1.175,0.9125,0.2625,15.09610875,6.02426875,3.01922175,3.84135725,8.28
28401,1.2125,0.9,0.4375,18.69649525,7.654365,3.98310475,6.0951425,12.84
28402,1.5625,1.2125,0.425,31.34037225,15.1102835,5.57067675,9.185238,10.24
28403,1.3125,1.0,0.3,18.597272,9.015141,4.1106775,4.762716,8.2
28404,1.525,1.2,0.3625,32.31843,16.4143605,6.76135575,8.6465975,10.1
28405,1.625,1.3625,0.475,49.668324,24.70658925,7.86698625,12.45960525,9.681666666666668
28406,1.4875,1.1375,0.4,31.99241075,11.77921725,7.35669525,9.4970825,10.79
28407,1.55,1.2125,0.4375,34.6147395,14.13222575,8.54737425,9.922325,12.74
28408,1.35,1.05,0.3625,21.13455225,9.36950975,5.2446575,7.37087,10.17
28409,1.575,1.1875,0.4125,32.13415825,14.4865945,7.257472,8.0796075,11.33
28410,1.55,1.1375,0.4125,28.81726675,14.47241975,6.19436575,7.7961125,11.12
28411,1.175,0.875,0.3375,15.49300175,7.75358825,2.82077525,4.479221,8.13
28412,1.2875,1.0,0.3,18.313777,8.0796075,3.86970675,4.819415,9.64
28413,1.65,1.3375,0.4375,37.40716525,15.06775925,7.6260155,13.1825175,11.69
28414,1.4375,1.0625,0.375,26.54930675,12.303683,5.2446575,7.37087,9.21
28415,1.3125,1.0,0.4125,22.5378525,9.87980075,5.726599,7.7961125,13.48
28416,1.575,1.2,0.4125,36.117263,16.386011,7.2858215,9.63883,10.83
28417,1.55,1.1875,0.3875,29.18581025,13.04077,4.932813,9.4970825,9.7
28418,1.65,1.225,0.425,38.22930075,14.89766225,9.6104805,11.12717875,9.87
28419,1.5125,1.225,0.4,33.6508565,18.3421265,5.71242425,8.50485,9.38
28420,1.5375,1.275,0.3875,36.967748,17.08057375,7.35669525,9.7805775,10.78
28421,1.4125,1.1,0.375,24.73493875,11.453198,5.9250455,6.80388,9.76
28422,1.65,1.3,0.4125,37.761534,19.46193175,8.34892775,8.164656,8.93
28423,1.525,1.25,0.475,32.16250775,14.69921575,8.15048125,9.63883,11.21
28424,1.4,1.075,0.3125,22.29688175,9.128539,5.45727875,6.23689,9.18
28425,1.1625,0.925,0.2625,13.25339125,4.7343665,2.45223175,4.1106775,11.44
28426,1.375,1.025,0.3875,22.66542525,8.618248,6.8889285,6.0951425,9.8
28427,1.6125,1.3125,0.475,34.8415355,16.20173925,6.350288,11.056305,10.49
28428,1.225,0.9375,0.35,17.7184375,7.24329725,3.27436725,4.53592,9.84
28429,1.5625,1.225,0.4125,29.48348,12.927372,5.953395,8.164656,11.9
28430,1.3125,1.0625,0.3625,26.26581175,11.07047975,5.499803,7.37087,10.06
28431,1.6,1.2625,0.425,32.07745925,14.401546,8.63242275,8.9300925,11.42
28432,1.5625,1.2375,0.475,40.7382315,13.2959155,7.52679225,12.8990225,14.5
28433,1.5125,1.2,0.4125,33.962701,14.911837,7.711064,10.20582,13.45
28434,1.4125,1.1375,0.425,25.51455,10.47514025,5.74077375,7.5126175,10.29
28435,1.2875,1.0375,0.325,21.035329,7.484268,3.78465825,6.23689,10.98
28436,1.425,1.1625,0.3625,26.988724,10.64523725,6.19436575,6.9456275,8.86
28437,1.45,1.125,0.3375,22.92057075,9.922325,5.1879585,5.6699,9.87
28438,1.3875,1.075,0.35,20.87940675,8.37727725,4.5642695,6.3786375,9.51
28439,1.5625,1.2875,0.4125,38.85298975,14.38737125,9.298636,11.509897,14.766666666666666
28440,1.425,1.15,0.3875,28.22192725,9.25611175,5.2446575,8.97261675,10.89
28441,1.375,1.1,0.4,28.0943545,9.865626,6.64795775,10.3475675,11.21
28442,1.325,1.0375,0.375,20.391058,8.85921875,5.03203625,5.8116475,8.49
28443,1.5125,1.225,0.4125,32.72949775,14.16057525,7.24329725,8.50485,9.75
28444,1.375,1.0625,0.325,22.92057075,8.57572375,5.08873525,8.0796075,13.13
28445,1.4125,1.1125,0.3875,29.7386255,14.21727425,6.80388,7.37087,9.83
28446,1.5125,1.25,0.3875,28.02348075,11.0846545,5.783298,9.4970825,12.84
28447,1.5,1.2,0.425,33.92017675,14.35902175,6.4353365,8.6465975,9.36
28448,1.325,1.05,0.3375,21.8007655,7.3992195,4.025629,6.9456275,11.7
28449,1.45,1.175,0.375,33.40988575,14.8267885,7.29999625,8.7599955,10.08
28450,1.375,1.0125,0.375,21.27629975,9.48290775,4.025629,7.7961125,9.18
